"INFO","530","Foundations of Information Systems","Introduction to concepts and applications of Information Systems (IS) and Information Technology (IT) as applied throughout library and information science. Topics include the structure of information systems, hardware and software concepts, basic principles of system analysis and design, and contemporary applications of computers in organizational environments.",3,"Complete","A+","Required Courses","201315"
"INFO","532","Software Development","Provides a hands-on introduction to software development. Includes programming concepts and a series of programming exercises done by students working in pairs or in small groups. Also covers general concepts and issues in software development to help students understand why creating high quality software is very difficult.",3,"Complete","A+","Required Courses","201315"
"INFO","604","Object-Oriented Programming for Information Systems","This course provides a hands-on introduction to object-oriented programming language. The language will be a class-based object-oriented programming language in common usage in industry. The class will cover classes, objects, constructors and destructors, access control, inheritance, and use of object libraries and language specific features.",3,"Complete","A+","Free Electives","201325"
"INFO","605","Introduction to Database Management","A first course in database management systems. Covers database design, data manipulation, and data-base integrity. Emphasizes concepts and techniques related to the entity-relationship model and relational database systems. Discusses normalization up to third normal form and commercial query languages.",3,"Complete","A+","Required Courses","201315"
"INFO","606","Advanced Database Management","Examines both traditional database systems and recent advances in database systems. Topics include formal treatment of normalization and denormalization, extended entity-relationship models, advanced query processing techniques, query optimization, physical database design and indexing, and object-oriented database systems.",3,"In Progress",,"Distribution Requirements","201335"
"INFO","607","Applied Database Technologies","Covers principles and techniques related to data warehousing and online analytic processing (OLAP) as well as advanced database programming. Discusses dimensional modeling, OLAP, aggregation, ETL, physical data warehouse design, optimization techniques such as partitioning, indexing, star schema query optimization, and materialized views. Advanced database programming includes stored procedures, functions, and triggers.",3,"Not Planned",,"Distribution Requirements",
"INFO","608","Human-Computer Interaction","Focuses on the physiological, psychological and engineering basis of design and evaluation of human-computer interfaces covering such topics as; theoretical foundation of HCI; cognitive modeling of user interactions; task analysis techniques for gathering design information; iterative design cycles; formative and summative usability testing; and project planning and report writing.",3,"Complete","A","Required Courses","201325"
"INFO","610","Analysis of Interactive Systems","Examines current methods in the analysis of interactive systems. Topics address the rationale and practices associated with techniques for assessing and evaluating how well they fit social and institutional context of use. Provides opportunities for both hands-on analysis work and reflection on theoretical foundations of interactive-systems analysis.",3,"Not Planned",,"Distribution Requirements",
"INFO","611","Design of Interactive Systems","Examines current methods in the design of new interactive systems. Topics address the rationale and practices associated with techniques for assessing and modeling user and organizational needs, exploring design alternatives, communicating and justifying design choices, and prototyping designs. Provides opportunities for both hands-on design work and reflection on theoretical foundation of interactive systems design.",3,"Not Planned",,"Distribution Requirements",
"INFO","613","XML and Databases","Introduces background and basics of XML and XML Schema. Focuses on storing and extracting XML data in Relational Database Systems. Covers the process of modeling real-world problems in XML. Investigates native XML database management systems. Discusses current issues in XML and XML storage research.",3,"Not Planned",,"Distribution Requirements",
